,title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres,MyScore
4886,Знакомство с Факерами 2.,221034211,2011-04-05T12:00:00.000Z,Художественный,"Парамаунт Пикчерз, Юниверсал Пикчерз, ДУ Студиос, Эвриман Пикчерз, Релэйтивити Медиа",США,Пол Вайц,"Роберт Де Ниро, Джон Гамбург, Джей Роач, Джейн Розенталь",«16+» - для детей старше 16 лет,,,,,6.2,"мелодрама,комедия",6.0874414
5881,Третье убийство,121010118,2018-05-17T12:00:00.000Z, Художественный,"Амьюс, Фуджи И Гэ Лаборатори фор Муви, Фуджи Телевижн Нетуорк, Гага, Уайлд Банч",Япония,Хирокадзу Корээда,"Матсусаки Каору, Тагучи Хиджири",«16+» - для детей старше 16 лет,,,,,6.4,"драма,детектив,криминал",5.6732006
4191,Идеальное убийство,221140910,2010-12-07T12:00:00.000Z,Художественный,"Уорнер Бразерс, Арнольд Копелсон Интертейнмент",США,Эндрю Дэвис,"Энн Копелсон, Арнолд Копелсон",«16+» - для детей старше 16 лет,,,,,7.3,"триллер,драма,криминал",7.0501375
4590,Инферно,221158110,2010-12-17T12:00:00.000Z,Художественный,"Лонг Роуд Интернэшнл, Кей Пи Ай, Пи Эм Интертейнмент Групп Инкорпорейтед",США,Джон Г.Эвилдсен,"Жан-Клод Ван Дамм, Эвзен Килар",«16+» - для детей старше 16 лет,,,,,6.4,"боевик,триллер,драма",6.4926453
1076,Три метра над уровнем неба. Я тебя хочу,121014312,2012-06-15T12:00:00.000Z,Художественный,"Антена 3 Фильм, Зета Аудиовижуал",Испания,Фернандо Молина,Мерседес Гамеро,«16+» - для детей старше 16 лет,,,,,6.7,"драма,мелодрама",6.9171076
6258,По следам ЧЕРНОЙ КОШКИ,112008918,2018-09-25T12:00:00.000Z,Документальный," ООО ""АВАТАРА""",Россия,А.Кириллов,Т.Жумаева,«16+» - для детей старше 16 лет,,,,,,,6.55264
5925,Лечение печали,111007918,2018-06-17T12:00:00.000Z, Художественный,ИП Воробьева Мария Владимировна,Россия,М.Воробьева,М.Воробьева,«16+» - для детей старше 16 лет,,,,,,,5.905287
5676,Плюшевый монстр,124004417,2018-02-01T12:00:00.000Z,Анимационный,"Фокс Филмз, Старт Дисенос Анимадос",Бразилия,Рафаэль Рибас,"Рафаэль Рибас, Элейн Ферейра",«6+» - для детей старше 6 лет,,,,,6.0,"мультфильм,семейный,детский",6.235524
4541,Шери,121001810,2010-02-24T12:00:00.000Z,Художественный,"Билл Кенрайт Филмз,  ЭмЭмСи Индепендент, Релайант Пикчерз",Германия-Франция-Великобритания,Стивен Фрирз,Рафаэль Бенолиель,«16+» - для детей старше 16 лет,,,,,6.8,"драма,мелодрама,комедия",6.323683
4840,Как знать...,121000611,2011-01-25T12:00:00.000Z,Художественный,"Коламбиа Пикчерз, Грэйси Филмз, Роуд Лебел",США,Джеймс Л.Брукс,"Джеймс Л.Брукс, Пола Вайнштайн, Лоренс Марк, Джули Энселл",«16+» - для детей старше 16 лет,,,,,5.8,"драма,мелодрама,комедия",7.0466833
1100,В доме,121021912,2012-09-17T12:00:00.000Z,Художественный,"Уалд Банч, Мандарин Филмз ",Франция,Франсуа Озон,"Николас Альтмайер, Эрик Альтмайер, Клоди Оссар",«16+» - для детей старше 16 лет,,,,,7.4,"триллер,мелодрама,драма",6.492695
4318,Морские динозавры 3D: Путешествие в доисторический мир,123000210,2010-09-16T12:00:00.000Z,Научно-популярный,"Мантелло Бразерс, Эн 3 Ди Лэнд Продакшнз",Франция - Великобритания,"Паскаль Вонг, Ронан Чапалэйн","Кэтрин Вонг, Паскаль Вонг, Франсуа Мантелло",«0+» - для любой зрительской аудитории,,,,,6.9,"документальный,короткометражка",6.1066866
1661,Лимб,121011316,2016-05-05T12:00:00.000Z,Художественный,"Уалд Банч, Куперхарт Интертейнмент, Гувернеман оф Онтарио, Канадиан Аудио-Визуаль Сертификасьон Офис, Канадиан Филм ор Видео Продюксьон Текс Кредит",Канада - Франция,Винченцо Натали,Марк Ду Понтавиче,«16+» - для детей старше 16 лет,,,,,6.0,"ужасы,фэнтези,триллер",6.1359158
2772,Лицо ангела,121013115,2015-06-25T12:00:00.000Z,Художественный,"Би-Би-Си, Каттлеа, Мультитрейд, Революшн Филмз, Ведетт Файненс, Ипсилон Филмз",Великобритания - Италия - Испания,Майкл Уинтерботтом,"Мелисса Парментер, Энтони Уилкокс, Джош Хайамс",«18+» - запрещено для детей,,,,,4.9,триллер,6.6361904
3880,Кенгуру Джекпот,221028011,2011-02-14T12:00:00.000Z,Художественный,"Уорнер Бразерс, Касл Рок Интертейнмент, Джерри Брукхаймер Продакшн",США-Австралия,Дейвид МакНэлли,Джерри Брукхаймер,«12+» - для детей старше 12 лет,,,,,6.1,"комедия,криминал,приключения",6.7254534
1498,Невидимки,111004213,2013-09-10T12:00:00.000Z,Художественный,"ООО ""Компания ""РЕАЛ-ДАКОТА""",Россия,"Р.Давлетьяров, С.Комаров","Р.Давлетьяров, А.Котелевский, А.Олейников",«12+» - для детей старше 12 лет,0.0,107847945.0,176023490.0,Фонд кино,5.3,"комедия,фантастика",6.9704475
4284,Машина времени в джакузи,121008210,2010-04-30T12:00:00.000Z,Художественный,"Метро Голдвин Майер, Нью Крим Продюксьон, Юнайтед Артистс",США,Стив Пинк,"Джон Албанис, Джон Кьюсак, Грэйс Лох",«16+» - для детей старше 16 лет,,,,,6.3,"фантастика,комедия",6.4317856
4913,Блондинка и разбойницы,121015611,2011-09-01T12:00:00.000Z,Художественный,"Дешейнт Вентшир Филмпродуцион, Пол Тильгес Дистрибусьон",Швейцария - Люксембург,Карла Лиа Монти,"Тунье Бернс, Дэвид Грюмбах, Самир, Пол Тильтгес",«18+» - запрещено для детей,,,,,4.6,"боевик,комедия,приключения",5.2901707
